"Instrument","Qty.","Avg. cost","LTP","Invested","Cur. val","P&L","Net chg.","Day chg.",""
"ADANIGREEN",23,1132.44,1044.2,26046.2,24016.6,-2029.6,-7.79,0.28,""
"HDFCBANK",6,716.85,991.7,4301.1,5950.2,1649.1,38.34,0.73,""
"IRFC",27,146.85,121.61,3964.95,3283.47,-681.48,-17.19,0.7,""
"JSWENERGY",1,728.7,526.85,728.7,526.85,-201.85,-27.7,0.83,""
"NHPC",13,89.95,81.94,1169.35,1065.22,-104.13,-8.9,-0.47,""
"TATASTEEL",30,164.85,181.04,4945.5,5431.2,485.7,9.82,-0.24,""
"TMPV",10,769,407.5,7690,4075,-3615,-47.01,-0.75,""
"UJJIVANSFB",6,44.82,51.03,268.92,306.18,37.26,13.86,-1.35,""
"VIKASLIFE",159,4.94,2.01,785.36,319.59,-465.77,-59.31,0,""
