"Instrument","Qty.","Avg. cost","LTP","Invested","Cur. val","P&L","Net chg.","Day chg.",""
"ADANIGREEN",23,1132.44,979.45,26046.2,22527.35,-3518.85,-13.51,-0.85,""
"HDFCBANK",6,716.85,966.4,4301.1,5798.4,1497.3,34.81,-0.06,""
"IRFC",27,146.85,129.33,3964.95,3491.91,-473.04,-11.93,0.29,""
"JSWENERGY",1,728.7,535.65,728.7,535.65,-193.05,-26.49,-0.84,""
"NHPC",13,89.95,87.21,1169.35,1133.73,-35.62,-3.05,-1.58,""
"TATAMOTORS",10,769,719.15,7690,7191.5,-498.5,-6.48,0.77,""
"TATASTEEL",30,164.85,171.36,4945.5,5140.8,195.3,3.95,-0.38,""
"UJJIVANSFB",6,44.82,45.75,268.92,274.5,5.58,2.07,-0.48,""
"VIKASLIFE",159,4.94,2.25,785.36,357.75,-427.61,-54.45,-0.44,""
