"Instrument","Qty.","Avg. cost","LTP","Invested","Cur. val","P&L","Net chg.","Day chg.",""
"ADANIGREEN",23,1132.44,963.35,26046.2,22157.05,-3889.15,-14.93,2.08,""
"HDFCBANK",6,716.85,965.9,4301.1,5795.4,1494.3,34.74,0.08,""
"IRFC",27,146.85,126.18,3964.95,3406.86,-558.09,-14.08,1.09,""
"JSWENERGY",1,728.7,518.35,728.7,518.35,-210.35,-28.87,2.31,""
"NHPC",13,89.95,79.49,1169.35,1033.37,-135.98,-11.63,1.13,""
"TATAMOTORS",10,769,709.1,7690,7091,-599,-7.79,-0.9,""
"TATASTEEL",30,164.85,169.35,4945.5,5080.5,135,2.73,0.12,""
"UJJIVANSFB",6,44.82,48.35,268.92,290.1,21.18,7.88,1.85,""
"VIKASLIFE",159,4.94,2.22,785.36,352.98,-432.38,-55.06,-0.45,""
