"Instrument","Qty.","Avg. cost","LTP","Invested","Cur. val","P&L","Net chg.","Day chg.",""
"ADANIGREEN",23,1132.44,1005,26046.2,23115,-2931.2,-11.25,-1.19,""
"HDFCBANK",6,716.85,1003.55,4301.1,6021.3,1720.2,39.99,0.06,""
"IRFC",27,146.85,122.77,3964.95,3314.79,-650.16,-16.4,-0.55,""
"JSWENERGY",1,728.7,536.35,728.7,536.35,-192.35,-26.4,1.32,""
"NHPC",13,89.95,84.63,1169.35,1100.19,-69.16,-5.91,-0.46,""
"TATASTEEL",30,164.85,181.65,4945.5,5449.5,504,10.19,2.82,""
"TMPV",10,769,411.6,7690,4116,-3574,-46.48,0.37,""
"UJJIVANSFB",6,44.82,53.57,268.92,321.42,52.5,19.52,-0.81,""
"VIKASLIFE",159,4.94,2.09,785.36,332.31,-453.05,-57.69,0,""
