"Instrument","Qty.","Avg. cost","LTP","Invested","Cur. val","P&L","Net chg.","Day chg.",""
"ADANIGREEN",23,1132.44,1086.4,26046.2,24987.2,-1059,-4.07,-1.7,""
"HDFCBANK",6,716.85,985.25,4301.1,5911.5,1610.4,37.44,-0.75,""
"IRFC",27,146.85,122.2,3964.95,3299.4,-665.55,-16.79,-0.73,""
"JSWENERGY",1,728.7,527,728.7,527,-201.7,-27.68,-1.23,""
"NHPC",13,89.95,84.1,1169.35,1093.3,-76.05,-6.5,-1.49,""
"TATASTEEL",30,164.85,179.29,4945.5,5378.7,433.2,8.76,-1.85,""
"TMPV",10,769,406.5,7690,4065,-3625,-47.14,-2.53,""
"UJJIVANSFB",6,44.82,51.96,268.92,311.76,42.84,15.93,-1.37,""
"VIKASLIFE",159,4.94,2.02,785.36,321.18,-464.18,-59.1,-1.94,""
